Date,Open_MYL,High_MYL,Low_MYL,Close_MYL,Volume_MYL,AdjClose_MYL
2015-09-16,49.810001,49.849998,48.48,49.009998,3911500,49.009998
2015-09-17,49.549999,50.16,48.779999,49.369999,5163200,49.369999
2015-09-18,49.23,49.709999,48.560001,49.59,10785400,49.59
2015-09-21,49.400002,49.59,47.529999,48.16,6080500,48.16
2015-09-22,47.470001,47.700001,45.439999,46.650002,8650700,46.650002
2015-09-23,46.779999,47.080002,45.330002,45.41,6073600,45.41
2015-09-24,45.099998,45.759998,44.220001,45.560001,7667800,45.560001
2015-09-25,45.799999,46.09,42.139999,43.610001,10032200,43.610001
2015-09-28,43.130001,43.549999,39.509998,40.860001,17425500,40.860001
2015-09-29,40.790001,41.66,39.16,39.799999,12549100,39.799999
2015-09-30,40.91,41.259998,39.299999,40.259998,10626100,40.259998
2015-10-01,40.599998,41.619999,39.630001,41.41,9863200,41.41
2015-10-02,40.299999,43.830002,40.220001,43.66,9844800,43.66
2015-10-05,43.75,44.43,42.549999,43.900002,7933900,43.900002
2015-10-06,44.389999,44.470001,42.25,42.849998,7819700,42.849998
2015-10-07,42.889999,42.990002,41.009998,42.23,9310900,42.23
2015-10-08,42.380001,42.939999,41.32,42.669998,4935000,42.669998
2015-10-09,42.799999,43.169998,42.07,42.549999,5994600,42.549999
2015-10-12,43.18,43.689999,42.52,42.900002,5265900,42.900002
2015-10-13,42.900002,43.540001,41.27,41.419998,5658500,41.419998
2015-10-14,41.560001,42.669998,41.5,42.240002,5971100,42.240002
2015-10-15,41.779999,42.91,41.580002,42.73,7258200,42.73
2015-10-16,43.0,43.77,42.73,43.549999,10073400,43.549999
2015-10-19,44.040001,44.25,42.759998,43.740002,7192200,43.740002
2015-10-20,44.200001,44.200001,42.459999,42.549999,7297000,42.549999
2015-10-21,42.490002,42.52,39.439999,40.889999,12378800,40.889999
2015-10-22,40.599998,40.599998,37.59,39.16,17896300,39.16
2015-10-23,39.740002,41.560001,38.91,40.959999,10283500,40.959999
2015-10-26,40.900002,42.16,40.400002,41.849998,7877900,41.849998
2015-10-27,42.119999,44.110001,42.009998,44.09,10339000,44.09
2015-10-28,44.380001,45.369999,43.560001,44.889999,8865400,44.889999
2015-10-29,46.68,48.040001,45.080002,45.779999,13116000,45.779999
2015-10-30,45.490002,46.049999,43.43,44.09,11617400,44.09
2015-11-02,44.869999,46.330002,44.25,45.810001,9013000,45.810001
2015-11-03,45.459999,47.490002,45.459999,46.57,11600100,46.57
2015-11-04,47.049999,47.459999,46.400002,46.580002,10610000,46.580002
2015-11-05,46.419998,46.779999,44.639999,44.790001,7093800,44.790001
2015-11-06,45.009998,45.450001,44.200001,44.959999,6387800,44.959999
2015-11-09,45.099998,46.23,44.400002,45.139999,8699900,45.139999
2015-11-10,45.34,45.849998,44.75,45.439999,11547300,45.439999
2015-11-11,45.66,46.43,44.279999,44.490002,7521100,44.490002
2015-11-12,44.650002,44.73,42.560001,43.200001,12577700,43.200001
2015-11-13,47.599998,49.490002,46.48,48.779999,38841800,48.779999
2015-11-16,48.860001,50.509998,48.400002,50.0,11171900,50.0
2015-11-17,50.189999,51.450001,50.099998,50.66,8075100,50.66
2015-11-18,50.849998,52.240002,50.419998,52.02,10975900,52.02
2015-11-19,52.459999,52.459999,50.200001,51.220001,6773100,51.220001
2015-11-20,51.580002,51.970001,50.349998,51.869999,8889100,51.869999
2015-11-23,51.860001,52.450001,50.529999,50.880001,8408400,50.880001
2015-11-24,50.560001,50.970001,50.18,50.389999,8805500,50.389999
2015-11-25,50.27,51.849998,50.240002,51.799999,5309800,51.799999
2015-11-27,51.849998,52.02,51.470001,51.740002,1850100,51.740002
2015-11-30,51.709999,52.0,50.869999,51.299999,4754300,51.299999
2015-12-01,51.880001,53.34,51.509998,53.080002,7530200,53.080002
2015-12-02,52.779999,54.5,51.77,52.080002,8389300,52.080002
2015-12-03,52.209999,52.419998,50.240002,51.07,7611400,51.07
2015-12-04,50.700001,51.470001,50.150002,51.41,7765000,51.41
2015-12-07,51.23,51.549999,50.130001,51.09,5359400,51.09
2015-12-08,50.5,51.529999,50.23,51.259998,7401800,51.259998
2015-12-09,51.040001,52.049999,50.259998,50.700001,6690200,50.700001
2015-12-10,51.0,52.990002,50.82,52.93,5222900,52.93
2015-12-11,52.259998,53.279999,51.91,52.560001,6867800,52.560001
2015-12-14,53.639999,53.810001,51.849998,53.369999,9696100,53.369999
2015-12-15,53.880001,55.0,53.77,53.990002,7483600,53.990002
2015-12-16,54.200001,54.740002,53.169998,54.389999,4867100,54.389999
2015-12-17,55.040001,55.299999,52.939999,52.970001,6228100,52.970001
2015-12-18,52.439999,53.740002,52.150002,53.169998,9205000,53.169998
2015-12-21,53.52,53.849998,53.169998,53.639999,3681600,53.639999
2015-12-22,53.619999,54.290001,53.41,54.189999,2839200,54.189999
2015-12-23,54.259998,55.060001,54.119999,54.790001,3861300,54.790001
2015-12-24,55.09,55.150002,54.349998,54.82,1579300,54.82
2015-12-28,54.48,54.48,53.580002,54.330002,2469500,54.330002
2015-12-29,54.610001,55.509998,54.48,55.279999,3472500,55.279999
2015-12-30,55.009998,55.5,54.5,54.619999,2383400,54.619999
2015-12-31,54.360001,54.77,54.02,54.07,2567500,54.07
2016-01-04,52.880001,54.0,52.700001,53.279999,6703700,53.279999
2016-01-05,53.669998,54.419998,53.25,54.09,5578000,54.09
2016-01-06,52.959999,54.439999,52.779999,53.360001,5538700,53.360001
2016-01-07,52.52,52.669998,51.57,51.610001,6146500,51.610001
2016-01-08,51.720001,51.93,49.259998,49.419998,6941600,49.419998
2016-01-11,50.060001,50.23,48.330002,49.5,6715100,49.5
2016-01-12,49.73,50.669998,48.77,50.09,4297500,50.09
2016-01-13,50.5,50.990002,48.77,48.889999,4007300,48.889999
2016-01-14,49.0,51.650002,48.41,50.700001,7137200,50.700001
2016-01-15,48.900002,50.41,48.029999,49.709999,9056800,49.709999
2016-01-19,50.57,51.779999,48.740002,50.220001,7722500,50.220001
2016-01-20,49.709999,52.16,49.540001,51.400002,5483500,51.400002
2016-01-21,51.860001,52.27,50.439999,51.439999,4234300,51.439999
2016-01-22,52.599998,53.41,51.939999,53.110001,3620300,53.110001
2016-01-25,52.959999,53.630001,52.400002,52.619999,3473000,52.619999
2016-01-26,52.73,54.23,52.049999,53.93,3610300,53.93
2016-01-27,53.849998,53.919998,50.830002,51.23,6466300,51.23
2016-01-28,51.889999,51.939999,49.5,50.43,5622800,50.43
2016-01-29,50.84,52.77,50.290001,52.689999,4789700,52.689999
2016-02-01,51.919998,52.669998,50.619999,52.349998,5190600,52.349998
2016-02-02,52.009998,53.049999,50.529999,50.82,5154400,50.82
2016-02-03,51.380001,52.549999,49.330002,52.259998,5603700,52.259998
2016-02-04,51.939999,53.209999,51.150002,52.310001,4024900,52.310001
2016-02-05,52.209999,52.91,50.950001,51.389999,4264800,51.389999
2016-02-08,50.810001,51.150002,49.34,50.450001,4848500,50.450001
2016-02-09,49.720001,51.59,49.139999,50.740002,5776900,50.740002
2016-02-10,51.209999,51.73,49.139999,50.540001,10608700,50.540001
2016-02-11,43.950001,44.0,40.040001,41.419998,33270200,41.419998
2016-02-12,41.34,42.0,40.049999,41.830002,15514300,41.830002
2016-02-16,42.27,43.200001,41.939999,43.150002,10006000,43.150002
2016-02-17,43.799999,46.419998,43.720001,46.27,10055600,46.27
2016-02-18,46.459999,47.049999,44.619999,44.709999,8180700,44.709999
2016-02-19,43.799999,45.98,43.799999,45.34,5042200,45.34
2016-02-22,46.349998,46.900002,45.630001,46.810001,5242000,46.810001
2016-02-23,46.700001,47.970001,46.540001,46.709999,6546900,46.709999
2016-02-24,45.700001,46.779999,44.860001,46.599998,4711300,46.599998
2016-02-25,46.98,47.43,46.18,47.419998,3544400,47.419998
2016-02-26,47.07,47.77,46.830002,47.139999,3075300,47.139999
2016-02-29,47.0,47.040001,45.040001,45.07,5161300,45.07
2016-03-01,46.459999,46.790001,45.189999,46.060001,6180900,46.060001
2016-03-02,45.950001,46.169998,44.869999,46.119999,4287900,46.119999
2016-03-03,45.82,46.119999,45.169998,45.73,4107600,45.73
2016-03-04,46.0,46.02,44.299999,44.779999,5896000,44.779999
2016-03-07,44.889999,47.02,44.619999,46.139999,5424000,46.139999
2016-03-08,45.950001,46.0,44.560001,44.75,4633600,44.75
2016-03-09,44.98,46.59,44.639999,46.549999,5782300,46.549999
2016-03-10,47.220001,48.709999,46.66,47.290001,7327500,47.290001
2016-03-11,47.0,48.610001,46.950001,48.599998,5095500,48.599998
2016-03-14,48.400002,48.43,46.360001,47.869999,4389800,47.869999
2016-03-15,47.18,47.299999,45.34,45.919998,6752500,45.919998
2016-03-16,45.639999,47.18,45.610001,46.400002,4992500,46.400002
2016-03-17,46.080002,46.200001,43.650002,44.220001,7654000,44.220001
2016-03-18,44.619999,45.279999,43.84,45.049999,6513000,45.049999
2016-03-21,45.130001,46.130001,45.099998,45.459999,3992200,45.459999
2016-03-22,45.290001,46.380001,45.25,46.209999,5707100,46.209999
2016-03-23,46.220001,46.450001,45.369999,45.41,2205300,45.41
2016-03-24,45.0,46.130001,44.470001,45.880001,2567700,45.880001
2016-03-28,45.98,46.07,44.82,45.200001,3589100,45.200001
2016-03-29,45.07,47.200001,44.759998,47.009998,3029600,47.009998
2016-03-30,46.91,47.200001,45.950001,46.400002,2207000,46.400002
2016-03-31,46.209999,46.68,45.57,46.349998,3305500,46.349998
2016-04-01,46.220001,47.66,45.73,47.5,3553100,47.5
2016-04-04,47.490002,48.459999,47.060001,47.23,3690500,47.23
2016-04-05,46.25,46.549999,45.599998,45.919998,5762300,45.919998
2016-04-06,45.919998,48.389999,45.77,48.34,5658000,48.34
2016-04-07,47.950001,48.810001,47.66,48.07,3740800,48.07
2016-04-08,48.91,48.91,46.630001,47.0,4405400,47.0
2016-04-11,47.32,47.470001,45.209999,45.560001,5763600,45.560001
2016-04-12,45.610001,46.939999,45.610001,46.25,4889200,46.25
2016-04-13,46.709999,47.610001,46.150002,47.220001,4063100,47.220001
2016-04-14,47.330002,48.0,46.779999,47.59,2593100,47.59
2016-04-15,47.16,47.599998,46.639999,46.889999,3535800,46.889999
2016-04-18,46.950001,47.93,46.639999,47.599998,2575800,47.599998
2016-04-19,47.77,48.959999,47.650002,47.77,3031200,47.77
2016-04-20,48.09,48.43,47.5,47.93,2619300,47.93
2016-04-21,48.040001,49.200001,48.009998,48.799999,3474400,48.799999
2016-04-22,48.75,49.419998,47.82,48.290001,2739500,48.290001
2016-04-25,46.849998,47.0,44.98,45.02,8838000,45.02
2016-04-26,45.5,45.5,43.799999,44.990002,6884100,44.990002
2016-04-27,44.849998,45.130001,44.25,44.48,6407400,44.48
2016-04-28,43.880001,43.880001,42.459999,42.599998,8607700,42.599998
2016-04-29,42.369999,42.73,41.310001,41.709999,7526200,41.709999
2016-05-02,42.099998,42.759998,41.509998,42.709999,5979200,42.709999
2016-05-03,43.369999,44.560001,41.849998,43.689999,11900900,43.689999
2016-05-04,43.400002,43.5,41.580002,41.939999,5543000,41.939999
2016-05-05,41.84,42.029999,40.759998,41.400002,9056200,41.400002
2016-05-06,40.310001,41.220001,38.459999,39.650002,11471900,39.650002
2016-05-09,40.52,41.099998,40.16,40.77,5440000,40.77
2016-05-10,40.880001,41.369999,40.560001,40.810001,4589800,40.810001
2016-05-11,40.709999,40.75,39.57,39.639999,3850000,39.639999
2016-05-12,39.650002,39.889999,38.009998,38.619999,7380300,38.619999
2016-05-13,38.380001,39.32,38.049999,39.16,5615200,39.16
2016-05-16,39.470001,40.529999,39.200001,40.450001,4879400,40.450001
2016-05-17,40.400002,41.720001,40.209999,41.02,6066900,41.02
2016-05-18,41.18,42.759998,41.150002,42.040001,5284500,42.040001
2016-05-19,41.830002,42.419998,40.5,41.119999,3694900,41.119999
2016-05-20,41.169998,42.09,41.09,41.509998,3550100,41.509998
2016-05-23,41.560001,41.66,40.950001,41.209999,3704500,41.209999
2016-05-24,41.549999,42.599998,41.5,42.439999,3702800,42.439999
2016-05-25,42.470001,42.970001,42.139999,42.68,3340100,42.68
2016-05-26,42.66,43.0,42.41,42.860001,1951400,42.860001
2016-05-27,43.060001,43.84,42.889999,43.060001,3054000,43.060001
2016-05-31,43.209999,43.59,42.970001,43.34,3438500,43.34
2016-06-01,43.240002,44.860001,42.970001,44.459999,5554800,44.459999
2016-06-02,44.75,45.68,44.549999,44.959999,6484900,44.959999
2016-06-03,44.950001,45.290001,43.529999,44.52,2791300,44.52
