Date,Open_TXN,High_TXN,Low_TXN,Close_TXN,Volume_TXN,AdjClose_TXN
2015-10-21,52.580002,53.18,51.810001,51.900002,8132900,50.851172
2015-10-22,56.099998,58.119999,55.740002,58.09,21234200,56.916079
2015-10-23,58.150002,59.669998,57.57,58.98,14490000,57.788093
2015-10-26,58.900002,59.23,58.400002,58.810001,7634500,57.62153
2015-10-27,58.389999,59.330002,58.220001,58.419998,8420500,57.239408
2015-10-28,58.52,58.779999,57.189999,58.669998,14464600,57.860721
2015-10-29,57.740002,57.830002,56.310001,56.57,10108900,55.78969
2015-10-30,56.990002,57.0,56.400002,56.720001,7503400,55.937622
2015-11-02,56.900002,57.189999,56.709999,56.990002,5492600,56.203898
2015-11-03,56.990002,57.43,56.810001,57.150002,4268400,56.361691
2015-11-04,57.209999,57.41,56.799999,56.950001,5096000,56.164449
2015-11-05,57.0,57.740002,56.830002,57.400002,5768400,56.608243
2015-11-06,57.25,57.849998,56.700001,57.630001,6387000,56.83507
2015-11-09,57.23,57.650002,56.860001,57.209999,4478200,56.420861
2015-11-10,56.490002,57.220001,56.380001,57.029999,5058700,56.243344
2015-11-11,57.470001,58.509998,57.040001,57.599998,6291800,56.805481
2015-11-12,57.139999,57.369999,56.66,56.669998,4894800,55.888309
2015-11-13,56.669998,57.119999,56.009998,56.130001,5741700,55.35576
2015-11-16,56.02,56.889999,56.0,56.880001,5995100,56.095415
2015-11-17,56.900002,57.48,56.75,57.07,4265800,56.282793
2015-11-18,57.209999,58.009998,56.880001,57.959999,4029700,57.160516
2015-11-19,58.099998,58.290001,57.5,57.950001,4076200,57.150655
2015-11-20,58.349998,58.349998,57.810001,58.119999,4252500,57.318309
2015-11-23,58.200001,58.25,57.310001,57.349998,4296800,56.558929
2015-11-24,57.299999,57.950001,56.860001,57.849998,4655300,57.052033
2015-11-25,57.849998,57.860001,57.23,57.27,3152600,56.480035
2015-11-27,57.279999,57.77,57.009998,57.549999,1509500,56.756171
2015-11-30,57.619999,58.34,57.5,58.119999,5866600,57.318309
2015-12-01,57.470001,58.849998,57.419998,58.310001,5016900,57.50569
2015-12-02,58.200001,58.330002,57.439999,57.549999,5151500,56.756171
2015-12-03,57.970001,58.220001,57.119999,57.689999,9691600,56.89424
2015-12-04,57.52,58.959999,57.490002,58.880001,6414200,58.067828
2015-12-07,58.799999,58.830002,58.110001,58.349998,3934500,57.545136
2015-12-08,57.759998,57.91,57.02,57.669998,3670100,56.874515
2015-12-09,57.5,57.669998,56.290001,56.759998,4562000,55.977068
2015-12-10,56.98,57.470001,56.630001,56.93,4317800,56.144725
2015-12-11,56.139999,56.759998,56.099998,56.209999,5251300,55.434655
2015-12-14,56.450001,56.720001,55.830002,56.220001,5082300,55.444519
2015-12-15,57.299999,57.939999,56.849998,57.549999,7542800,56.756171
2015-12-16,58.259998,58.259998,56.900002,58.07,5920900,57.268999
2015-12-17,58.189999,58.23,56.5,56.529999,6944300,55.750241
2015-12-18,56.040001,56.490002,54.799999,54.939999,12025700,54.182172
2015-12-21,55.349998,55.830002,54.93,55.82,4305600,55.050035
2015-12-22,56.189999,56.419998,55.209999,55.610001,4412800,54.842933
2015-12-23,56.060001,56.709999,55.169998,56.700001,5786200,55.917898
2015-12-24,56.970001,56.970001,56.529999,56.75,1681200,55.967207
2015-12-28,56.41,56.669998,55.77,56.419998,2930100,55.641757
2015-12-29,56.75,57.439999,56.419998,57.02,2753100,56.233483
2015-12-30,57.02,57.18,56.09,56.16,3010200,55.385345
2015-12-31,56.049999,56.299999,54.810001,54.810001,6450100,54.053968
2016-01-04,53.549999,54.34,53.369999,54.34,7915400,53.59045
2016-01-05,54.27,54.470001,53.549999,53.77,6131900,53.028313
2016-01-06,52.950001,53.889999,52.720001,53.419998,8520800,52.683138
2016-01-07,52.389999,52.950001,51.369999,51.700001,10526700,50.986866
2016-01-08,51.52,51.98,50.240002,50.360001,9620000,49.66535
2016-01-11,50.830002,51.5,50.48,51.209999,7000500,50.503623
2016-01-12,51.73,51.84,50.830002,51.529999,5075800,50.819209
2016-01-13,51.52,51.810001,49.799999,49.82,6882200,49.132797
2016-01-14,49.98,50.669998,49.529999,50.029999,10440500,49.3399
2016-01-15,47.889999,48.689999,46.73,48.029999,15871600,47.367487
2016-01-19,48.619999,48.93,47.810001,48.220001,9048800,47.554869
2016-01-20,47.91,49.279999,47.400002,49.009998,13430800,48.333969
2016-01-21,49.66,50.860001,49.009998,49.830002,10093900,49.142661
2016-01-22,50.84,51.23,50.139999,50.299999,6335600,49.606176
2016-01-25,50.349998,51.009998,50.0,50.080002,7651300,49.389213
2016-01-26,50.380001,51.060001,50.029999,50.700001,7710200,50.00066
2016-01-27,50.41,51.57,49.970001,50.669998,9791200,49.971071
2016-01-28,50.68,52.0,50.389999,51.130001,10033300,50.805744
2016-01-29,51.32,52.939999,50.990002,52.93,10469100,52.594328
2016-02-01,52.299999,53.27,52.299999,52.830002,6336700,52.494964
2016-02-02,52.119999,52.5,50.639999,50.639999,9460500,50.31885
2016-02-03,50.150002,50.709999,49.099998,50.25,11309400,49.931324
2016-02-04,50.459999,51.619999,50.009998,51.259998,9795800,50.934917
2016-02-05,51.200001,51.41,49.509998,49.880001,7929800,49.563671
2016-02-08,49.259998,51.23,49.099998,50.900002,15765600,50.577203
2016-02-09,50.529999,51.630001,50.09,50.68,7321700,50.358597
2016-02-10,51.330002,51.700001,50.59,50.75,7329600,50.428153
2016-02-11,49.849998,50.779999,49.740002,50.380001,6121400,50.0605
2016-02-12,51.060001,51.400002,49.990002,51.139999,8060600,50.815679
2016-02-16,51.139999,52.77,51.139999,52.540001,6567400,52.206802
2016-02-17,52.959999,53.720001,52.73,53.689999,6244700,53.349507
2016-02-18,53.639999,53.82,53.0,53.060001,6004200,52.723505
2016-02-19,52.830002,52.939999,52.41,52.759998,6300700,52.425404
2016-02-22,53.290001,53.580002,53.049999,53.299999,4350900,52.961981
2016-02-23,53.029999,53.369999,52.119999,52.240002,3888500,51.908705
2016-02-24,51.830002,52.580002,51.310001,52.459999,5341500,52.127307
2016-02-25,52.810001,53.110001,51.860001,53.110001,3917500,52.773187
2016-02-26,53.490002,53.5,53.110001,53.299999,3533100,52.961981
2016-02-29,53.400002,53.830002,52.970001,53.02,4450400,52.683757
2016-03-01,53.470001,54.220001,53.0,54.220001,4958800,53.876148
2016-03-02,54.34,54.630001,53.98,54.419998,4163600,54.074877
2016-03-03,54.59,54.93,54.07,54.869999,4045900,54.522024
2016-03-04,55.0,55.27,54.400002,54.889999,4248100,54.541897
2016-03-07,54.540001,55.540001,54.490002,55.490002,3747600,55.138094
2016-03-08,54.990002,55.150002,54.419998,54.529999,4480600,54.18418
2016-03-09,54.700001,55.139999,54.540001,54.75,3641700,54.402786
2016-03-10,55.450001,55.639999,54.619999,55.490002,4838400,55.138094
2016-03-11,55.93,56.209999,55.75,56.060001,5031600,55.704479
2016-03-14,55.799999,56.0,55.259998,55.610001,3477200,55.257332
2016-03-15,55.419998,55.740002,55.07,55.73,3407500,55.37657
2016-03-16,55.700001,56.279999,55.349998,56.139999,3449900,55.78397
2016-03-17,55.93,56.810001,55.919998,56.599998,4530500,56.241052
2016-03-18,56.790001,57.25,56.52,57.09,7924900,56.727946
2016-03-21,56.900002,57.060001,56.380001,57.02,3085500,56.65839
2016-03-22,56.740002,57.200001,56.52,56.900002,3514900,56.539152
2016-03-23,56.970001,56.990002,56.549999,56.599998,3220900,56.241052
2016-03-24,56.490002,56.73,56.189999,56.700001,2279600,56.34042
2016-03-28,57.049999,57.150002,56.34,56.52,2240400,56.161561
2016-03-29,56.459999,57.509998,56.080002,57.41,4013800,57.045916
2016-03-30,57.73,58.779999,57.580002,58.369999,5026700,57.999827
2016-03-31,58.119999,58.209999,57.369999,57.419998,5410400,57.055851
2016-04-01,57.490002,58.0,57.130001,57.939999,4542600,57.572554
2016-04-04,57.790001,58.0,57.560001,57.720001,3423700,57.353952
2016-04-05,57.549999,58.279999,57.380001,57.709999,4455900,57.344013
2016-04-06,57.59,58.369999,57.25,58.360001,3684300,57.989892
2016-04-07,57.84,58.080002,56.98,57.150002,4228600,56.787567
2016-04-08,57.57,58.080002,57.57,57.889999,3211100,57.522872
2016-04-11,57.900002,58.639999,57.790001,57.82,3663600,57.453316
2016-04-12,57.82,58.669998,57.43,58.439999,4476600,58.069383
2016-04-13,58.720001,59.259998,58.419998,59.169998,5053400,58.794753
2016-04-14,58.77,59.27,58.130001,59.220001,4920100,58.844439
2016-04-15,59.470001,59.470001,58.759998,58.93,4690300,58.556277
2016-04-18,58.639999,59.07,58.619999,58.950001,4430700,58.576151
2016-04-19,58.869999,59.310001,57.77,58.419998,6246800,58.049509
2016-04-20,58.59,59.470001,58.110001,59.049999,4673400,58.675515
2016-04-21,58.889999,59.130001,58.549999,58.860001,3376700,58.486721
2016-04-22,58.810001,59.599998,58.439999,58.68,5359900,58.307863
2016-04-25,58.709999,59.130001,58.619999,59.02,4670200,58.645707
2016-04-26,59.150002,59.93,59.07,59.400002,3928800,59.023298
2016-04-27,59.029999,60.0,58.759998,59.919998,7123900,59.539997
2016-04-28,60.0,60.599998,58.490002,58.689999,9417800,58.689999
2016-04-29,57.709999,58.200001,56.830002,57.040001,10774700,57.040001
2016-05-02,57.299999,57.959999,56.950001,57.849998,6464200,57.849998
2016-05-03,57.220001,57.59,57.0,57.200001,5640500,57.200001
2016-05-04,56.950001,57.200001,56.330002,56.43,5036700,56.43
2016-05-05,56.529999,57.09,56.34,56.639999,4058400,56.639999
2016-05-06,56.240002,57.299999,56.189999,57.200001,8028600,57.200001
2016-05-09,57.169998,57.529999,56.880001,56.91,3752700,56.91
2016-05-10,57.119999,57.66,56.790001,57.630001,4509700,57.630001
2016-05-11,57.619999,58.169998,57.450001,57.630001,4464400,57.630001
2016-05-12,57.790001,58.0,56.580002,57.16,5156700,57.16
2016-05-13,57.080002,57.599998,56.98,57.119999,4040700,57.119999
2016-05-16,57.459999,58.509998,57.27,58.02,4229000,58.02
2016-05-17,57.740002,58.150002,57.169998,57.43,4698600,57.43
2016-05-18,57.23,58.509998,57.18,58.009998,4654400,58.009998
2016-05-19,57.540001,57.880001,56.790001,57.23,4295300,57.23
2016-05-20,57.490002,58.830002,57.470001,58.529999,6327000,58.529999
2016-05-23,58.810001,59.279999,58.599998,58.73,3673100,58.73
2016-05-24,58.990002,60.18,58.98,60.09,4508600,60.09
2016-05-25,60.150002,60.509998,59.970001,60.439999,5785100,60.439999
2016-05-26,60.349998,60.82,60.150002,60.77,3362100,60.77
2016-05-27,60.82,61.080002,60.650002,61.02,3806100,61.02
2016-05-31,61.02,61.209999,60.290001,60.599998,6174300,60.599998
2016-06-01,60.509998,61.240002,60.209999,61.07,4004400,61.07
2016-06-02,60.84,60.93,60.43,60.759998,3567600,60.759998
2016-06-03,61.169998,61.169998,60.150002,60.529999,2739300,60.529999
