Date,Open_KR,High_KR,Low_KR,Close_KR,Volume_KR,AdjClose_KR
2016-02-16,38.639999,39.02,38.130001,38.490002,6807100,38.375318
2016-02-17,38.5,39.549999,38.400002,39.419998,7748100,39.302543
2016-02-18,39.0,39.25,37.700001,38.060001,11531200,37.946599
2016-02-19,37.790001,38.119999,37.419998,37.82,6938000,37.707312
2016-02-22,38.099998,38.43,37.849998,38.27,5549600,38.155972
2016-02-23,38.119999,38.970001,37.93,38.779999,6021100,38.664451
2016-02-24,38.439999,38.77,38.099998,38.700001,6925900,38.584691
2016-02-25,38.880001,39.509998,38.75,39.459999,7634400,39.342425
2016-02-26,39.549999,39.950001,39.200001,39.450001,6372700,39.332456
2016-02-29,39.700001,40.459999,39.599998,39.91,10805600,39.791085
2016-03-01,40.360001,40.740002,39.91,40.619999,9003000,40.498969
2016-03-02,40.68,40.91,40.450001,40.650002,9606300,40.528882
2016-03-03,37.810001,38.439999,36.889999,37.799999,40664800,37.687371
2016-03-04,37.619999,37.700001,36.459999,36.84,21043200,36.730233
2016-03-07,36.59,37.650002,36.540001,37.049999,12433100,36.939606
2016-03-08,36.93,37.68,36.849998,37.02,8964500,36.909697
2016-03-09,37.099998,38.060001,37.09,37.810001,9266200,37.697344
2016-03-10,37.810001,37.959999,37.25,37.73,9143100,37.61758
2016-03-11,37.900002,38.68,37.880001,38.639999,8846700,38.524869
2016-03-14,38.43,38.849998,37.98,38.389999,6315200,38.275613
2016-03-15,38.009998,38.459999,37.66,38.139999,5596000,38.026358
2016-03-16,37.869999,38.689999,37.82,38.610001,6227200,38.494959
2016-03-17,38.450001,38.560001,37.98,38.09,9693800,37.976508
2016-03-18,38.139999,38.880001,38.0,38.560001,10017800,38.445109
2016-03-21,38.380001,38.599998,38.09,38.130001,5980300,38.01639
2016-03-22,38.18,38.32,37.689999,37.950001,8055500,37.836926
2016-03-23,37.919998,38.02,37.349998,37.59,9195000,37.477998
2016-03-24,37.200001,37.689999,37.099998,37.650002,9526100,37.53782
2016-03-28,37.639999,38.09,37.529999,38.060001,6759000,37.946599
2016-03-29,37.810001,38.150002,37.740002,38.029999,5780900,37.916685
2016-03-30,38.049999,38.279999,37.810001,38.09,6974800,37.976508
2016-03-31,38.080002,38.389999,37.970001,38.25,6888300,38.136031
2016-04-01,37.939999,38.419998,37.91,38.32,6622300,38.205822
2016-04-04,38.32,38.459999,37.91,38.029999,7242500,37.916685
2016-04-05,37.700001,38.369999,37.59,38.220001,9840200,38.106122
2016-04-06,38.220001,39.220001,38.220001,39.080002,9143500,38.96356
2016-04-07,38.860001,39.150002,38.029999,38.169998,6941300,38.056268
2016-04-08,38.200001,38.349998,37.93,37.990002,7832900,37.876808
2016-04-11,38.0,38.09,37.130001,37.169998,7051400,37.059247
2016-04-12,37.200001,37.32,36.900002,37.16,6000700,37.049279
2016-04-13,37.389999,37.880001,37.299999,37.860001,5486800,37.747194
2016-04-14,37.490002,37.59,37.009998,37.07,5995000,36.959547
2016-04-15,37.169998,37.32,36.709999,36.91,7510800,36.800024
2016-04-18,36.610001,36.740002,36.25,36.68,8881500,36.570709
2016-04-19,36.779999,36.779999,36.099998,36.23,11313200,36.122049
2016-04-20,36.369999,37.34,36.27,36.950001,8870600,36.839905
2016-04-21,36.950001,37.009998,36.330002,36.470001,7719100,36.361336
2016-04-22,36.360001,36.540001,35.130001,35.580002,12971600,35.473988
2016-04-25,35.450001,36.849998,35.389999,36.77,9599800,36.660441
2016-04-26,36.740002,37.110001,36.290001,36.400002,6247300,36.291545
2016-04-27,36.48,36.709999,36.18,36.310001,4874000,36.201813
2016-04-28,36.130001,36.639999,35.799999,35.919998,5912200,35.812972
2016-04-29,35.669998,35.709999,34.779999,35.389999,8253900,35.284552
2016-05-02,35.52,35.560001,35.16,35.43,9010600,35.324434
2016-05-03,35.18,35.389999,35.09,35.200001,6469200,35.09512
2016-05-04,35.029999,35.080002,34.189999,35.0,8048200,34.895715
2016-05-05,34.48,34.990002,34.220001,34.919998,11364400,34.815951
2016-05-06,34.889999,34.990002,34.23,34.549999,5042700,34.447055
2016-05-09,34.799999,35.889999,34.560001,35.84,8410100,35.733212
2016-05-10,35.439999,35.57,34.970001,35.240002,7819500,35.135001
2016-05-11,34.98,35.189999,34.700001,34.709999,5619600,34.709999
2016-05-12,34.77,35.099998,34.509998,34.889999,4972800,34.889999
2016-05-13,34.720001,35.200001,34.689999,34.860001,6262900,34.860001
2016-05-16,34.790001,35.040001,34.419998,34.759998,5932900,34.759998
2016-05-17,34.639999,34.82,34.310001,34.459999,5443900,34.459999
2016-05-18,34.299999,34.490002,33.619999,34.369999,9784600,34.369999
2016-05-19,34.490002,34.91,34.299999,34.830002,8330400,34.830002
2016-05-20,34.950001,34.950001,34.470001,34.619999,6173400,34.619999
2016-05-23,34.650002,34.950001,34.619999,34.799999,5933500,34.799999
2016-05-24,34.82,35.549999,34.790001,35.52,7771600,35.52
2016-05-25,35.549999,35.689999,34.830002,34.939999,6992700,34.939999
2016-05-26,34.990002,35.709999,34.950001,35.59,6599500,35.59
2016-05-27,35.73,35.73,35.369999,35.709999,5271000,35.709999
2016-05-31,35.720001,36.049999,35.619999,35.759998,9414900,35.759998
2016-06-01,35.790001,36.459999,35.68,36.419998,7861200,36.419998
2016-06-02,36.299999,36.52,36.09,36.439999,5360700,36.439999
2016-06-03,36.200001,36.349998,36.0,36.25,4675100,36.25
